dataset,granularity,family,model,fold,method,axis,quartile,ece,n_rows,n_students,ece_overall,selected_on_outcome
assist2015,concept,deep,dkt,0,none,ability_prefix20,0,0.007923710920593947,19250,395,0.008864469563953445,False
assist2015,concept,deep,dkt,0,none,ability_prefix20,1,0.014264710029868843,17390,347,0.008864469563953445,False
assist2015,concept,deep,dkt,0,none,ability_prefix20,2,0.015611748760040886,20674,414,0.008864469563953445,False
assist2015,concept,deep,dkt,0,none,ability_prefix20,3,0.0081821437085688,21036,529,0.008864469563953445,False
assist2015,concept,deep,dkt,0,platt,ability_prefix20,0,0.01857275974045182,19250,395,0.004393051021804018,False
assist2015,concept,deep,dkt,0,platt,ability_prefix20,1,0.006595322402258523,17390,347,0.004393051021804018,False
assist2015,concept,deep,dkt,0,platt,ability_prefix20,2,0.008813772895414042,20674,414,0.004393051021804018,False
assist2015,concept,deep,dkt,0,platt,ability_prefix20,3,0.0046421441580567786,21036,529,0.004393051021804018,False
assist2015,concept,deep,dkt,0,isotonic,ability_prefix20,0,0.01882448664904732,19250,395,0.00504857598318262,False
assist2015,concept,deep,dkt,0,isotonic,ability_prefix20,1,0.00576098672506727,17390,347,0.00504857598318262,False
assist2015,concept,deep,dkt,0,isotonic,ability_prefix20,2,0.010925468694340936,20674,414,0.00504857598318262,False
assist2015,concept,deep,dkt,0,isotonic,ability_prefix20,3,0.004525321493822814,21036,529,0.00504857598318262,False
assist2015,concept,deep,dkt,0,temperature,ability_prefix20,0,0.007336698622485202,19250,395,0.008757823199148404,False
assist2015,concept,deep,dkt,0,temperature,ability_prefix20,1,0.014105971012680399,17390,347,0.008757823199148404,False
assist2015,concept,deep,dkt,0,temperature,ability_prefix20,2,0.015829719639166306,20674,414,0.008757823199148404,False
assist2015,concept,deep,dkt,0,temperature,ability_prefix20,3,0.00836500517704256,21036,529,0.008757823199148404,False
assist2015,concept,deep,dkt,0,none,history,1,0.035184788335362815,3469,442,0.009087234976084546,False
assist2015,concept,deep,dkt,0,none,history,2,0.01331411818263468,19977,919,0.009087234976084546,False
assist2015,concept,deep,dkt,0,none,history,3,0.008979557248457953,77662,955,0.009087234976084546,False
assist2015,concept,deep,dkt,0,platt,history,1,0.030175133763291784,3469,442,0.004545825782329598,False
assist2015,concept,deep,dkt,0,platt,history,2,0.0072678682373756255,19977,919,0.004545825782329598,False
assist2015,concept,deep,dkt,0,platt,history,3,0.006773269119576029,77662,955,0.004545825782329598,False
assist2015,concept,deep,dkt,0,isotonic,history,1,0.02933420866739823,3469,442,0.005194081503282868,False
assist2015,concept,deep,dkt,0,isotonic,history,2,0.006166516234931533,19977,919,0.005194081503282868,False
assist2015,concept,deep,dkt,0,isotonic,history,3,0.007209843973513502,77662,955,0.005194081503282868,False
assist2015,concept,deep,dkt,0,temperature,history,1,0.03419411628671862,3469,442,0.008613472744416152,False
assist2015,concept,deep,dkt,0,temperature,history,2,0.012836180471210601,19977,919,0.008613472744416152,False
assist2015,concept,deep,dkt,0,temperature,history,3,0.008508486835706885,77662,955,0.008613472744416152,False
assist2015,concept,deep,sakt,0,none,ability_prefix5,0,0.020481222276910217,17436,428,0.01904370646757348,False
assist2015,concept,deep,sakt,0,none,ability_prefix5,1,0.02641392985716559,27935,608,0.01904370646757348,False
assist2015,concept,deep,sakt,0,none,ability_prefix5,2,0.021808911128556634,37730,869,0.01904370646757348,False
assist2015,concept,deep,sakt,0,none,ability_prefix5,3,0.011392041328035063,32487,826,0.01904370646757348,False
assist2015,concept,deep,sakt,0,platt,ability_prefix5,0,0.009320996453576152,17436,428,0.005467556302857854,False
assist2015,concept,deep,sakt,0,platt,ability_prefix5,1,0.012721057998863325,27935,608,0.005467556302857854,False
assist2015,concept,deep,sakt,0,platt,ability_prefix5,2,0.006385603303682811,37730,869,0.005467556302857854,False
assist2015,concept,deep,sakt,0,platt,ability_prefix5,3,0.005592320135442774,32487,826,0.005467556302857854,False
assist2015,concept,deep,sakt,0,isotonic,ability_prefix5,0,0.008867698206100534,17436,428,0.005541543959859015,False
assist2015,concept,deep,sakt,0,isotonic,ability_prefix5,1,0.012570892291744018,27935,608,0.005541543959859015,False
assist2015,concept,deep,sakt,0,isotonic,ability_prefix5,2,0.00623406703466771,37730,869,0.005541543959859015,False
assist2015,concept,deep,sakt,0,isotonic,ability_prefix5,3,0.0065589883249686926,32487,826,0.005541543959859015,False
assist2015,concept,deep,sakt,0,temperature,ability_prefix5,0,0.008825134037007075,17436,428,0.005078569742472014,False
assist2015,concept,deep,sakt,0,temperature,ability_prefix5,1,0.011420282206489748,27935,608,0.005078569742472014,False
assist2015,concept,deep,sakt,0,temperature,ability_prefix5,2,0.007347065987839667,37730,869,0.005078569742472014,False
assist2015,concept,deep,sakt,0,temperature,ability_prefix5,3,0.006098684345068462,32487,826,0.005078569742472014,False
assist2015,concept,deep,sakt,0,none,ability_prefix10,0,0.0255165098692503,18240,398,0.01906920046070525,False
assist2015,concept,deep,sakt,0,none,ability_prefix10,1,0.023972179865051013,31148,656,0.01906920046070525,False
assist2015,concept,deep,sakt,0,none,ability_prefix10,2,0.0189981096535624,21106,481,0.01906920046070525,False
assist2015,concept,deep,sakt,0,none,ability_prefix10,3,0.01506665887977577,30614,781,0.01906920046070525,False
assist2015,concept,deep,sakt,0,platt,ability_prefix10,0,0.01277239751368722,18240,398,0.005283326339182402,False
assist2015,concept,deep,sakt,0,platt,ability_prefix10,1,0.012535278299981719,31148,656,0.005283326339182402,False
assist2015,concept,deep,sakt,0,platt,ability_prefix10,2,0.004386973381115366,21106,481,0.005283326339182402,False
assist2015,concept,deep,sakt,0,platt,ability_prefix10,3,0.00669136125186201,30614,781,0.005283326339182402,False
assist2015,concept,deep,sakt,0,isotonic,ability_prefix10,0,0.013580445162859023,18240,398,0.0047671602317058935,False
assist2015,concept,deep,sakt,0,isotonic,ability_prefix10,1,0.013509068515127887,31148,656,0.0047671602317058935,False
assist2015,concept,deep,sakt,0,isotonic,ability_prefix10,2,0.0047050578233703375,21106,481,0.0047671602317058935,False
assist2015,concept,deep,sakt,0,isotonic,ability_prefix10,3,0.004405647288271055,30614,781,0.0047671602317058935,False
assist2015,concept,deep,sakt,0,temperature,ability_prefix10,0,0.012517928296617874,18240,398,0.005413186826460006,False
assist2015,concept,deep,sakt,0,temperature,ability_prefix10,1,0.01124161254731555,31148,656,0.005413186826460006,False
assist2015,concept,deep,sakt,0,temperature,ability_prefix10,2,0.003375879590108636,21106,481,0.005413186826460006,False
assist2015,concept,deep,sakt,0,temperature,ability_prefix10,3,0.007606925367798262,30614,781,0.005413186826460006,False
assist2015,concept,deep,sakt,0,none,ability_all_rows,0,0.07712883317226397,26610,579,0.01906920046070525,True
assist2015,concept,deep,sakt,0,none,ability_all_rows,1,0.03249886629804959,31724,579,0.01906920046070525,True
assist2015,concept,deep,sakt,0,none,ability_all_rows,2,0.03136142065037881,26437,574,0.01906920046070525,True
assist2015,concept,deep,sakt,0,none,ability_all_rows,3,0.050718778963588694,16337,584,0.01906920046070525,True
assist2015,concept,deep,sakt,0,platt,ability_all_rows,0,0.06979306640519614,26610,579,0.005283326339182402,True
assist2015,concept,deep,sakt,0,platt,ability_all_rows,1,0.0211894041276463,31724,579,0.005283326339182402,True
assist2015,concept,deep,sakt,0,platt,ability_all_rows,2,0.0268956022335587,26437,574,0.005283326339182402,True
assist2015,concept,deep,sakt,0,platt,ability_all_rows,3,0.0680480390312581,16337,584,0.005283326339182402,True
assist2015,concept,deep,sakt,0,isotonic,ability_all_rows,0,0.06999403817798383,26610,579,0.0047671602317058935,True
assist2015,concept,deep,sakt,0,isotonic,ability_all_rows,1,0.02215036538126063,31724,579,0.0047671602317058935,True
assist2015,concept,deep,sakt,0,isotonic,ability_all_rows,2,0.02665614478462059,26437,574,0.0047671602317058935,True
assist2015,concept,deep,sakt,0,isotonic,ability_all_rows,3,0.06763095240341063,16337,584,0.0047671602317058935,True
assist2015,concept,deep,sakt,0,temperature,ability_all_rows,0,0.06691170379073559,26610,579,0.005413186826460006,True
assist2015,concept,deep,sakt,0,temperature,ability_all_rows,1,0.021956406879751787,31724,579,0.005413186826460006,True
assist2015,concept,deep,sakt,0,temperature,ability_all_rows,2,0.028097382024087538,26437,574,0.005413186826460006,True
assist2015,concept,deep,sakt,0,temperature,ability_all_rows,3,0.06808514795027942,16337,584,0.005413186826460006,True
assist2015,concept,deep,sakt,0,none,ability_prefix20,0,0.02574160694688947,19250,395,0.018656712231852123,False
assist2015,concept,deep,sakt,0,none,ability_prefix20,1,0.019871800683777252,17390,347,0.018656712231852123,False
assist2015,concept,deep,sakt,0,none,ability_prefix20,2,0.021593611696431394,20674,414,0.018656712231852123,False
assist2015,concept,deep,sakt,0,none,ability_prefix20,3,0.012522889954647337,21036,529,0.018656712231852123,False
assist2015,concept,deep,sakt,0,platt,ability_prefix20,0,0.0141315951690925,19250,395,0.005116491315458646,False
assist2015,concept,deep,sakt,0,platt,ability_prefix20,1,0.0060014489181892585,17390,347,0.005116491315458646,False
assist2015,concept,deep,sakt,0,platt,ability_prefix20,2,0.006720528404623217,20674,414,0.005116491315458646,False
assist2015,concept,deep,sakt,0,platt,ability_prefix20,3,0.00613592070760912,21036,529,0.005116491315458646,False
assist2015,concept,deep,sakt,0,isotonic,ability_prefix20,0,0.01426934452486796,19250,395,0.004949527015941278,False
assist2015,concept,deep,sakt,0,isotonic,ability_prefix20,1,0.006493503832203459,17390,347,0.004949527015941278,False
assist2015,concept,deep,sakt,0,isotonic,ability_prefix20,2,0.0064102440682454655,20674,414,0.004949527015941278,False
assist2015,concept,deep,sakt,0,isotonic,ability_prefix20,3,0.006760581432797918,21036,529,0.004949527015941278,False
assist2015,concept,deep,sakt,0,temperature,ability_prefix20,0,0.01279662836346721,19250,395,0.004289785098769542,False
assist2015,concept,deep,sakt,0,temperature,ability_prefix20,1,0.007251611824587764,17390,347,0.004289785098769542,False
assist2015,concept,deep,sakt,0,temperature,ability_prefix20,2,0.006214135445642939,20674,414,0.004289785098769542,False
assist2015,concept,deep,sakt,0,temperature,ability_prefix20,3,0.00613428865258508,21036,529,0.004289785098769542,False
assist2015,concept,deep,sakt,0,none,history,1,0.025689385661682978,3469,442,0.01906920046070525,False
assist2015,concept,deep,sakt,0,none,history,2,0.014317675354590895,19977,919,0.01906920046070525,False
assist2015,concept,deep,sakt,0,none,history,3,0.02272485272686846,77662,955,0.01906920046070525,False
assist2015,concept,deep,sakt,0,platt,history,1,0.03543488386103834,3469,442,0.005283326339182402,False
assist2015,concept,deep,sakt,0,platt,history,2,0.0067767145864505085,19977,919,0.005283326339182402,False
assist2015,concept,deep,sakt,0,platt,history,3,0.008976393374398269,77662,955,0.005283326339182402,False
assist2015,concept,deep,sakt,0,isotonic,history,1,0.035845130960793864,3469,442,0.0047671602317058935,False
assist2015,concept,deep,sakt,0,isotonic,history,2,0.005432312094525503,19977,919,0.0047671602317058935,False
assist2015,concept,deep,sakt,0,isotonic,history,3,0.007973262042386572,77662,955,0.0047671602317058935,False
assist2015,concept,deep,sakt,0,temperature,history,1,0.0366226814655085,3469,442,0.005413186826460006,False
assist2015,concept,deep,sakt,0,temperature,history,2,0.008070429304036371,19977,919,0.005413186826460006,False
assist2015,concept,deep,sakt,0,temperature,history,3,0.007935088653349884,77662,955,0.005413186826460006,False
assist2015,concept,deep,akt,0,none,ability_prefix5,0,0.016386292171887792,17436,428,0.00955093621901597,False
assist2015,concept,deep,akt,0,none,ability_prefix5,1,0.014498203630382945,27935,608,0.00955093621901597,False
assist2015,concept,deep,akt,0,none,ability_prefix5,2,0.012744672579669582,37730,869,0.00955093621901597,False
assist2015,concept,deep,akt,0,none,ability_prefix5,3,0.005271483265113662,32487,826,0.00955093621901597,False
assist2015,concept,deep,akt,0,platt,ability_prefix5,0,0.014343741278980948,17436,428,0.005745847458797822,False
assist2015,concept,deep,akt,0,platt,ability_prefix5,1,0.009734387628670018,27935,608,0.005745847458797822,False
assist2015,concept,deep,akt,0,platt,ability_prefix5,2,0.007826755718837005,37730,869,0.005745847458797822,False
assist2015,concept,deep,akt,0,platt,ability_prefix5,3,0.005102023107719936,32487,826,0.005745847458797822,False
assist2015,concept,deep,akt,0,isotonic,ability_prefix5,0,0.015986757039971374,17436,428,0.00441339699027027,False
assist2015,concept,deep,akt,0,isotonic,ability_prefix5,1,0.009428039817565046,27935,608,0.00441339699027027,False
assist2015,concept,deep,akt,0,isotonic,ability_prefix5,2,0.007975376746300718,37730,869,0.00441339699027027,False
assist2015,concept,deep,akt,0,isotonic,ability_prefix5,3,0.005184897142496298,32487,826,0.00441339699027027,False
assist2015,concept,deep,akt,0,temperature,ability_prefix5,0,0.012897597303954044,17436,428,0.0037980563454494995,False
assist2015,concept,deep,akt,0,temperature,ability_prefix5,1,0.007922135677966487,27935,608,0.0037980563454494995,False
assist2015,concept,deep,akt,0,temperature,ability_prefix5,2,0.0075373037742298326,37730,869,0.0037980563454494995,False
assist2015,concept,deep,akt,0,temperature,ability_prefix5,3,0.006343600851286856,32487,826,0.0037980563454494995,False
assist2015,concept,deep,akt,0,none,ability_prefix10,0,0.01392508904131033,18240,398,0.01020896743999094,False
assist2015,concept,deep,akt,0,none,ability_prefix10,1,0.015328107545726622,31148,656,0.01020896743999094,False
assist2015,concept,deep,akt,0,none,ability_prefix10,2,0.013775750197943887,21106,481,0.01020896743999094,False
assist2015,concept,deep,akt,0,none,ability_prefix10,3,0.0075760870184348895,30614,781,0.01020896743999094,False
assist2015,concept,deep,akt,0,platt,ability_prefix10,0,0.014049940919379562,18240,398,0.007070206330306476,False
assist2015,concept,deep,akt,0,platt,ability_prefix10,1,0.011301950997726908,31148,656,0.007070206330306476,False
assist2015,concept,deep,akt,0,platt,ability_prefix10,2,0.010012746205225973,21106,481,0.007070206330306476,False
assist2015,concept,deep,akt,0,platt,ability_prefix10,3,0.00511749921487957,30614,781,0.007070206330306476,False
assist2015,concept,deep,akt,0,isotonic,ability_prefix10,0,0.013515097441226507,18240,398,0.005337056150857807,False
assist2015,concept,deep,akt,0,isotonic,ability_prefix10,1,0.010575809825589092,31148,656,0.005337056150857807,False
assist2015,concept,deep,akt,0,isotonic,ability_prefix10,2,0.00757171878632936,21106,481,0.005337056150857807,False
assist2015,concept,deep,akt,0,isotonic,ability_prefix10,3,0.004511624942477704,30614,781,0.005337056150857807,False
assist2015,concept,deep,akt,0,temperature,ability_prefix10,0,0.011143590747024213,18240,398,0.005047026865506103,False
assist2015,concept,deep,akt,0,temperature,ability_prefix10,1,0.009142497179401386,31148,656,0.005047026865506103,False
assist2015,concept,deep,akt,0,temperature,ability_prefix10,2,0.007942142602690841,21106,481,0.005047026865506103,False
assist2015,concept,deep,akt,0,temperature,ability_prefix10,3,0.005061323356970547,30614,781,0.005047026865506103,False
assist2015,concept,deep,akt,0,none,ability_all_rows,0,0.06497902270687878,26610,579,0.01020896743999094,True
assist2015,concept,deep,akt,0,none,ability_all_rows,1,0.021792045904692414,31724,579,0.01020896743999094,True
assist2015,concept,deep,akt,0,none,ability_all_rows,2,0.025047865651969783,26437,574,0.01020896743999094,True
assist2015,concept,deep,akt,0,none,ability_all_rows,3,0.05550071595639923,16337,584,0.01020896743999094,True
assist2015,concept,deep,akt,0,platt,ability_all_rows,0,0.06459569812592246,26610,579,0.007070206330306476,True
assist2015,concept,deep,akt,0,platt,ability_all_rows,1,0.01650463575268337,31724,579,0.007070206330306476,True
assist2015,concept,deep,akt,0,platt,ability_all_rows,2,0.02346545063104901,26437,574,0.007070206330306476,True
assist2015,concept,deep,akt,0,platt,ability_all_rows,3,0.06298527101107076,16337,584,0.007070206330306476,True
assist2015,concept,deep,akt,0,isotonic,ability_all_rows,0,0.06513428109714786,26610,579,0.005337056150857807,True
assist2015,concept,deep,akt,0,isotonic,ability_all_rows,1,0.015478425379993235,31724,579,0.005337056150857807,True
assist2015,concept,deep,akt,0,isotonic,ability_all_rows,2,0.023255467963755445,26437,574,0.005337056150857807,True
assist2015,concept,deep,akt,0,isotonic,ability_all_rows,3,0.06223119612471628,16337,584,0.005337056150857807,True
assist2015,concept,deep,akt,0,temperature,ability_all_rows,0,0.060680059473812116,26610,579,0.005047026865506103,True
assist2015,concept,deep,akt,0,temperature,ability_all_rows,1,0.018155520817870138,31724,579,0.005047026865506103,True
assist2015,concept,deep,akt,0,temperature,ability_all_rows,2,0.02521909795480994,26437,574,0.005047026865506103,True
assist2015,concept,deep,akt,0,temperature,ability_all_rows,3,0.06328880090939108,16337,584,0.005047026865506103,True
assist2015,concept,deep,akt,0,none,ability_prefix20,0,0.01879097147498811,19250,395,0.010418329360706453,False
assist2015,concept,deep,akt,0,none,ability_prefix20,1,0.011344653830711962,17390,347,0.010418329360706453,False
assist2015,concept,deep,akt,0,none,ability_prefix20,2,0.013557458584184888,20674,414,0.010418329360706453,False
assist2015,concept,deep,akt,0,none,ability_prefix20,3,0.007842491843255467,21036,529,0.010418329360706453,False
assist2015,concept,deep,akt,0,platt,ability_prefix20,0,0.017995717265926088,19250,395,0.008281106880468363,False
assist2015,concept,deep,akt,0,platt,ability_prefix20,1,0.005795137419493223,17390,347,0.008281106880468363,False
assist2015,concept,deep,akt,0,platt,ability_prefix20,2,0.008839488564833367,20674,414,0.008281106880468363,False
assist2015,concept,deep,akt,0,platt,ability_prefix20,3,0.00805508679302848,21036,529,0.008281106880468363,False
assist2015,concept,deep,akt,0,isotonic,ability_prefix20,0,0.018235842951095677,19250,395,0.007386263387628382,False
assist2015,concept,deep,akt,0,isotonic,ability_prefix20,1,0.006037249071837669,17390,347,0.007386263387628382,False
assist2015,concept,deep,akt,0,isotonic,ability_prefix20,2,0.0070084977009041306,20674,414,0.007386263387628382,False
assist2015,concept,deep,akt,0,isotonic,ability_prefix20,3,0.00809408717920686,21036,529,0.007386263387628382,False
assist2015,concept,deep,akt,0,temperature,ability_prefix20,0,0.015534999255097956,19250,395,0.006039202635629256,False
assist2015,concept,deep,akt,0,temperature,ability_prefix20,1,0.007279801061043438,17390,347,0.006039202635629256,False
assist2015,concept,deep,akt,0,temperature,ability_prefix20,2,0.008690907117549905,20674,414,0.006039202635629256,False
assist2015,concept,deep,akt,0,temperature,ability_prefix20,3,0.006655226074645694,21036,529,0.006039202635629256,False
assist2015,concept,deep,akt,0,none,history,1,0.026439592635281027,3469,442,0.01020896743999094,False
assist2015,concept,deep,akt,0,none,history,2,0.007740885613051398,19977,919,0.01020896743999094,False
assist2015,concept,deep,akt,0,none,history,3,0.01310512188404998,77662,955,0.01020896743999094,False
assist2015,concept,deep,akt,0,platt,history,1,0.031364218125241254,3469,442,0.007070206330306476,False
assist2015,concept,deep,akt,0,platt,history,2,0.004332678893678218,19977,919,0.007070206330306476,False
assist2015,concept,deep,akt,0,platt,history,3,0.01063363574836706,77662,955,0.007070206330306476,False
assist2015,concept,deep,akt,0,isotonic,history,1,0.030787235131738103,3469,442,0.005337056150857807,False
assist2015,concept,deep,akt,0,isotonic,history,2,0.007360882024451042,19977,919,0.005337056150857807,False
assist2015,concept,deep,akt,0,isotonic,history,3,0.008740045933562498,77662,955,0.005337056150857807,False
assist2015,concept,deep,akt,0,temperature,history,1,0.03188021219443968,3469,442,0.005047026865506103,False
assist2015,concept,deep,akt,0,temperature,history,2,0.005738607709363937,19977,919,0.005047026865506103,False
assist2015,concept,deep,akt,0,temperature,history,3,0.008461911289026524,77662,955,0.005047026865506103,False
assist2015,concept,deep,simplekt,0,none,ability_prefix5,0,0.029318500730655797,17436,428,0.02604547711651008,False
assist2015,concept,deep,simplekt,0,none,ability_prefix5,1,0.02508559333380891,27935,608,0.02604547711651008,False
assist2015,concept,deep,simplekt,0,none,ability_prefix5,2,0.02593424951851668,37730,869,0.02604547711651008,False
assist2015,concept,deep,simplekt,0,none,ability_prefix5,3,0.02720633010946525,32487,826,0.02604547711651008,False
assist2015,concept,deep,simplekt,0,platt,ability_prefix5,0,0.010193349886769662,17436,428,0.007220577207263385,False
assist2015,concept,deep,simplekt,0,platt,ability_prefix5,1,0.008989087975622454,27935,608,0.007220577207263385,False
assist2015,concept,deep,simplekt,0,platt,ability_prefix5,2,0.009039335767253534,37730,869,0.007220577207263385,False
assist2015,concept,deep,simplekt,0,platt,ability_prefix5,3,0.006700956667829517,32487,826,0.007220577207263385,False
assist2015,concept,deep,simplekt,0,isotonic,ability_prefix5,0,0.009681770956015242,17436,428,0.006251048255287436,False
assist2015,concept,deep,simplekt,0,isotonic,ability_prefix5,1,0.008994518320093469,27935,608,0.006251048255287436,False
assist2015,concept,deep,simplekt,0,isotonic,ability_prefix5,2,0.007941097076597408,37730,869,0.006251048255287436,False
assist2015,concept,deep,simplekt,0,isotonic,ability_prefix5,3,0.006940459073627471,32487,826,0.006251048255287436,False
assist2015,concept,deep,simplekt,0,temperature,ability_prefix5,0,0.021402046281502628,17436,428,0.018064616580090207,False
assist2015,concept,deep,simplekt,0,temperature,ability_prefix5,1,0.01942874672132404,27935,608,0.018064616580090207,False
assist2015,concept,deep,simplekt,0,temperature,ability_prefix5,2,0.01921696633402975,37730,869,0.018064616580090207,False
assist2015,concept,deep,simplekt,0,temperature,ability_prefix5,3,0.01627643047278049,32487,826,0.018064616580090207,False
assist2015,concept,deep,simplekt,0,none,ability_prefix10,0,0.03393478119794866,18240,398,0.02644173891730535,False
assist2015,concept,deep,simplekt,0,none,ability_prefix10,1,0.025380865947852996,31148,656,0.02644173891730535,False
assist2015,concept,deep,simplekt,0,none,ability_prefix10,2,0.025015386819590917,21106,481,0.02644173891730535,False
assist2015,concept,deep,simplekt,0,none,ability_prefix10,3,0.026506378177336587,30614,781,0.02644173891730535,False
assist2015,concept,deep,simplekt,0,platt,ability_prefix10,0,0.007586031990503607,18240,398,0.006819841370875009,False
assist2015,concept,deep,simplekt,0,platt,ability_prefix10,1,0.012403426960210536,31148,656,0.006819841370875009,False
assist2015,concept,deep,simplekt,0,platt,ability_prefix10,2,0.00842291833917338,21106,481,0.006819841370875009,False
assist2015,concept,deep,simplekt,0,platt,ability_prefix10,3,0.005530753011619836,30614,781,0.006819841370875009,False
assist2015,concept,deep,simplekt,0,isotonic,ability_prefix10,0,0.009434542665232968,18240,398,0.0062795877841957184,False
assist2015,concept,deep,simplekt,0,isotonic,ability_prefix10,1,0.01081664653544194,31148,656,0.0062795877841957184,False
assist2015,concept,deep,simplekt,0,isotonic,ability_prefix10,2,0.00963387833213657,21106,481,0.0062795877841957184,False
assist2015,concept,deep,simplekt,0,isotonic,ability_prefix10,3,0.006461954051487904,30614,781,0.0062795877841957184,False
assist2015,concept,deep,simplekt,0,temperature,ability_prefix10,0,0.02667800538767583,18240,398,0.018377654443075347,False
assist2015,concept,deep,simplekt,0,temperature,ability_prefix10,1,0.017751318009519873,31148,656,0.018377654443075347,False
assist2015,concept,deep,simplekt,0,temperature,ability_prefix10,2,0.01791166634318338,21106,481,0.018377654443075347,False
assist2015,concept,deep,simplekt,0,temperature,ability_prefix10,3,0.016144511517366383,30614,781,0.018377654443075347,False
assist2015,concept,deep,simplekt,0,none,ability_all_rows,0,0.022269703282063638,26610,579,0.02644173891730535,True
assist2015,concept,deep,simplekt,0,none,ability_all_rows,1,0.03146818753690291,31724,579,0.02644173891730535,True
assist2015,concept,deep,simplekt,0,none,ability_all_rows,2,0.045074554260214415,26437,574,0.02644173891730535,True
assist2015,concept,deep,simplekt,0,none,ability_all_rows,3,0.07377026790543564,16337,584,0.02644173891730535,True
assist2015,concept,deep,simplekt,0,platt,ability_all_rows,0,0.05392523717988102,26610,579,0.006819841370875009,True
assist2015,concept,deep,simplekt,0,platt,ability_all_rows,1,0.022569642842979302,31724,579,0.006819841370875009,True
assist2015,concept,deep,simplekt,0,platt,ability_all_rows,2,0.024564286334220396,26437,574,0.006819841370875009,True
assist2015,concept,deep,simplekt,0,platt,ability_all_rows,3,0.05379015594125815,16337,584,0.006819841370875009,True
assist2015,concept,deep,simplekt,0,isotonic,ability_all_rows,0,0.05253342902644119,26610,579,0.0062795877841957184,True
assist2015,concept,deep,simplekt,0,isotonic,ability_all_rows,1,0.023465981124416106,31724,579,0.0062795877841957184,True
assist2015,concept,deep,simplekt,0,isotonic,ability_all_rows,2,0.023247848645422113,26437,574,0.0062795877841957184,True
assist2015,concept,deep,simplekt,0,isotonic,ability_all_rows,3,0.05446872971964654,16337,584,0.0062795877841957184,True
assist2015,concept,deep,simplekt,0,temperature,ability_all_rows,0,0.03151434787534049,26610,579,0.018377654443075347,True
assist2015,concept,deep,simplekt,0,temperature,ability_all_rows,1,0.03441032208899059,31724,579,0.018377654443075347,True
assist2015,concept,deep,simplekt,0,temperature,ability_all_rows,2,0.03782439975208542,26437,574,0.018377654443075347,True
assist2015,concept,deep,simplekt,0,temperature,ability_all_rows,3,0.05631523258305973,16337,584,0.018377654443075347,True
assist2015,concept,deep,simplekt,0,none,ability_prefix20,0,0.03264811359442674,19250,395,0.02675779075837851,False
assist2015,concept,deep,simplekt,0,none,ability_prefix20,1,0.03364819704783655,17390,347,0.02675779075837851,False
assist2015,concept,deep,simplekt,0,none,ability_prefix20,2,0.022576292945924177,20674,414,0.02675779075837851,False
assist2015,concept,deep,simplekt,0,none,ability_prefix20,3,0.022709464763060475,21036,529,0.02675779075837851,False
assist2015,concept,deep,simplekt,0,platt,ability_prefix20,0,0.00865409747890485,19250,395,0.00751034988003546,False
assist2015,concept,deep,simplekt,0,platt,ability_prefix20,1,0.012066010003611152,17390,347,0.00751034988003546,False
assist2015,concept,deep,simplekt,0,platt,ability_prefix20,2,0.011652396187758554,20674,414,0.00751034988003546,False
assist2015,concept,deep,simplekt,0,platt,ability_prefix20,3,0.0039644708379378115,21036,529,0.00751034988003546,False
assist2015,concept,deep,simplekt,0,isotonic,ability_prefix20,0,0.006475820140086406,19250,395,0.006850704744526279,False
assist2015,concept,deep,simplekt,0,isotonic,ability_prefix20,1,0.01275919041155167,17390,347,0.006850704744526279,False
assist2015,concept,deep,simplekt,0,isotonic,ability_prefix20,2,0.010408367364302127,20674,414,0.006850704744526279,False
assist2015,concept,deep,simplekt,0,isotonic,ability_prefix20,3,0.004885853470158433,21036,529,0.006850704744526279,False
assist2015,concept,deep,simplekt,0,temperature,ability_prefix20,0,0.02620175771127022,19250,395,0.01986279540627523,False
assist2015,concept,deep,simplekt,0,temperature,ability_prefix20,1,0.027128087137318967,17390,347,0.01986279540627523,False
assist2015,concept,deep,simplekt,0,temperature,ability_prefix20,2,0.018963074770057826,20674,414,0.01986279540627523,False
assist2015,concept,deep,simplekt,0,temperature,ability_prefix20,3,0.012847828756526701,21036,529,0.01986279540627523,False
assist2015,concept,deep,simplekt,0,none,history,1,0.060684886947596356,3469,442,0.02644173891730535,False
assist2015,concept,deep,simplekt,0,none,history,2,0.031488050981321444,19977,919,0.02644173891730535,False
assist2015,concept,deep,simplekt,0,none,history,3,0.023623693487564122,77662,955,0.02644173891730535,False
assist2015,concept,deep,simplekt,0,platt,history,1,0.03685902214667086,3469,442,0.006819841370875009,False
assist2015,concept,deep,simplekt,0,platt,history,2,0.009504746262666999,19977,919,0.006819841370875009,False
assist2015,concept,deep,simplekt,0,platt,history,3,0.008476074996572495,77662,955,0.006819841370875009,False
assist2015,concept,deep,simplekt,0,isotonic,history,1,0.033948033279679095,3469,442,0.0062795877841957184,False
assist2015,concept,deep,simplekt,0,isotonic,history,2,0.009577368978691353,19977,919,0.0062795877841957184,False
assist2015,concept,deep,simplekt,0,isotonic,history,3,0.008427114843795602,77662,955,0.0062795877841957184,False
assist2015,concept,deep,simplekt,0,temperature,history,1,0.04647053605165032,3469,442,0.018377654443075347,False
assist2015,concept,deep,simplekt,0,temperature,history,2,0.023186171581391076,19977,919,0.018377654443075347,False
