dataset,model,fold,method,ece_none,ece_mismatched_fit,ece_coherent_fit,delta_ece,ratio,ci_low,ci_high,p,n_valid_coherent,n_valid_mismatched,n_test,n_students,family_key,p_holm,reject_holm,family_size
algebra2005,akt,0,isotonic,0.02222141696702365,0.05784032022468987,0.009306129569640983,0.04853419065504889,6.215292812318029,0.0346087031377997,0.05945240868566996,0.00019998000199980003,112859,113319,92945,114,isotonic|f0,0.004599540045995401,True,23
algebra2005,akt,0,temperature,0.02222141696702365,0.04862494949971667,0.019987245281255214,0.028637704218461457,2.432798958309626,0.01636100114646215,0.038413447319561575,0.00019998000199980003,112859,113319,92945,114,temperature|f0,0.004599540045995401,True,23
algebra2005,akt,1,platt,0.024972267470009153,0.05663970575454045,0.015268883295469552,0.041370822459070894,3.7094857992231876,0.03307364313891579,0.045980655322123816,0.00019998000199980003,111871,112298,92945,114,platt|f1,0.004599540045995401,True,23
algebra2005,akt,1,isotonic,0.024972267470009153,0.06085812319005032,0.010154991167907343,0.05070313202214298,5.992927239797045,0.03690858672078038,0.06104920968524733,0.00019998000199980003,111871,112298,92945,114,isotonic|f1,0.004599540045995401,True,23
algebra2005,akt,1,temperature,0.024972267470009153,0.048740437848899684,0.01824112328297811,0.030499314565921573,2.672008576049827,0.017756369813052002,0.03966457454847318,0.00019998000199980003,111871,112298,92945,114,temperature|f1,0.004599540045995401,True,23
algebra2005,akt,2,platt,0.026762617677121008,0.0545044777357503,0.016819176366650736,0.03768530136909956,3.2406151494922444,0.030335076498912327,0.04214487305605011,0.00019998000199980003,100740,101122,92945,114,platt|f2,0.004599540045995401,True,23
algebra2005,akt,2,isotonic,0.026762617677121008,0.057118350013844015,0.006110668513372631,0.051007681500471386,9.347316073330733,0.03828112071363203,0.05736504077790185,0.00019998000199980003,100740,101122,92945,114,isotonic|f2,0.004599540045995401,True,23
algebra2005,akt,2,temperature,0.026762617677121008,0.050108138801474474,0.01796923818398705,0.03213890061748742,2.788551094287759,0.021836921386323087,0.03941206580027937,0.00019998000199980003,100740,101122,92945,114,temperature|f2,0.004599540045995401,True,23
algebra2005,akt,3,platt,0.03547684221851649,0.052559965529781975,0.01812057257919315,0.03443939295058883,2.900568693405068,0.0289866790476093,0.039313997793586575,0.00019998000199980003,94885,95275,92945,114,platt|f3,0.004599540045995401,True,23
algebra2005,akt,3,isotonic,0.03547684221851649,0.06222623829295203,0.003602366896473805,0.05862387139647822,17.273709225415793,0.048078592737191304,0.06167699417755985,0.00019998000199980003,94885,95275,92945,114,isotonic|f3,0.004599540045995401,True,23
