dataset,granularity,model,fold,method,reference,ece_method,ece_reference,delta_ece,ci_low,ci_high,p,best_lambda,n_students,family_key,p_holm,reject_holm,family_size
algebra2005,concept,simplekt,1,concept_aware_eb,isotonic,0.006609303907469544,0.0077866608415152186,-0.0011773569340456742,-0.0034202133991812354,0.0035108536182920118,0.6705329467053295,100.0,114,concept|f1|concept_aware_eb,1.0,False,28
algebra2005,concept,simplekt,1,difficulty_bucket,isotonic,0.007809598648421992,0.0077866608415152186,2.293780690677382e-05,-0.0002692075094358599,5.3835847459843134e-05,0.5845415458454155,100.0,114,concept|f1|difficulty_bucket,1.0,False,28
algebra2005,concept,simplekt,2,none,isotonic,0.029991370775586768,0.004149508176719987,0.025841862598866783,0.015319734992370467,0.0313731147278234,0.00019998000199980003,inf,114,concept|f2|none,0.005599440055994401,True,28
algebra2005,concept,simplekt,2,concept_aware_lambda0,isotonic,0.006120457534772677,0.004149508176719987,0.0019709493580526895,-0.00021714526402777314,0.0037858090794771647,0.0761923807619238,inf,114,concept|f2|concept_aware_lambda0,0.3047695230476952,False,28
algebra2005,concept,simplekt,2,concept_aware_eb,isotonic,0.004149508176719987,0.004149508176719987,0.0,0.0,0.0,1.0,inf,114,concept|f2|concept_aware_eb,1.0,False,28
algebra2005,concept,simplekt,2,difficulty_bucket,isotonic,0.004276936273482994,0.004149508176719987,0.00012742809676300707,-0.00012826842943519225,0.00023527471831040725,0.44195580441955806,inf,114,concept|f2|difficulty_bucket,1.0,False,28
algebra2005,concept,simplekt,3,none,isotonic,0.0292607678053685,0.003212284394119809,0.026048483411248692,0.020403032604989272,0.027183202874408473,0.00019998000199980003,1000.0,114,concept|f3|none,0.005599440055994401,True,28
algebra2005,concept,simplekt,3,concept_aware_lambda0,isotonic,0.005784898648262518,0.003212284394119809,0.0025726142541427086,0.00029201122230366057,0.004272403082141233,0.0235976402359764,1000.0,114,concept|f3|concept_aware_lambda0,0.1651834816518348,False,28
algebra2005,concept,simplekt,3,concept_aware_eb,isotonic,0.0027392177305856557,0.003212284394119809,-0.00047306666353415325,-0.0018849069857494966,0.0023918710381342504,0.9751024897510249,1000.0,114,concept|f3|concept_aware_eb,1.0,False,28
algebra2005,concept,simplekt,3,difficulty_bucket,isotonic,0.0033615883832116477,0.003212284394119809,0.00014930398909183875,-0.0002148575387830753,0.0003825946065387193,0.8085191480851914,1000.0,114,concept|f3|difficulty_bucket,1.0,False,28
